1;1;2;3.57;0.07;-0.04;V
1;1;3;4.59;0.07;0.04;V
1;1;4;6.49;0.07;0.04;V
1;1;34;9.70;0.07;0.03;V
1;2;1;3.57;0.07;-0.04;I
1;2;3;2.31;0.07;0.02;V
1;2;4;2.93;0.07;0.00;V
1;2;34;6.65;0.07;-0.02;V
1;3;1;4.59;0.07;0.04;I
1;3;2;2.31;0.07;0.02;I
1;3;4;2.31;0.07;0.02;V
1;3;34;5.40;0.07;0.03;V
1;4;1;6.49;0.07;0.04;I
1;4;2;2.93;0.07;0.00;I
1;4;3;2.31;0.07;0.02;I
1;4;34;3.00;0.07;0.03;V
1;34;1;9.85;0.07;-0.02;I
1;34;2;6.65;0.07;-0.02;I
1;34;3;7.70;0.07;0.03;I
1;34;4;3.00;0.07;0.03;I
2;1;2;3.57;0.07;-0.04;I
2;1;3;4.59;0.07;0.04;I
2;1;4;6.49;0.07;0.04;V
2;1;5;12.71;0.07;0.02;V
2;1;6;8.72;0.07;0.01;V
2;2;1;3.57;0.07;-0.04;I
2;2;3;2.31;0.07;0.02;V
2;2;4;2.93;0.07;0.00;V
2;2;5;9.15;0.07;-0.02;V
2;2;6;5.16;0.07;-0.03;V
2;3;1;4.59;0.07;0.04;I
2;3;2;2.31;0.07;0.02;I
2;3;4;2.31;0.07;0.02;V
2;3;5;8.12;0.07;0.01;V
2;3;6;4.13;0.07;0.00;V
2;4;1;6.49;0.07;0.04;I
2;4;2;2.93;0.07;0.00;I
2;4;3;2.31;0.07;0.02;I
2;4;5;6.22;0.07;0.01;V
2;4;6;2.31;0.07;0.02;V
2;4;34;2.93;0.07;0.00;V
2;5;1;12.71;0.07;0.02;V
2;5;2;9.15;0.07;-0.02;I
2;5;3;8.12;0.07;0.01;I
2;5;4;6.22;0.07;0.01;I
2;5;6;3.99;0.07;0.04;I
2;6;1;8.72;0.07;0.01;I
2;6;2;5.16;0.07;-0.03;I
2;6;3;4.13;0.07;0.00;I
2;6;4;2.31;0.07;0.02;I
2;6;5;3.99;0.07;0.04;V
2;34;4;2.93;0.07;0.00;I
3;1;2;3.57;0.07;-0.04;I
3;1;3;4.59;0.07;0.04;V
3;1;4;6.49;0.07;0.04;V
3;1;7;15.64;0.14;0.02;V
3;1;8;12.31;0.07;0.02;V
3;1;9;9.57;0.07;-0.04;V
3;1;10;7.91;0.07;0.02;I
3;1;11;4.21;0.07;0.02;V
3;1;14;8.72;0.07;0.01;V
3;2;1;3.57;0.07;-0.04;I
3;2;3;2.31;0.07;0.02;V
3;2;4;2.93;0.07;0.00;V
3;2;7;12.07;0.07;-0.04;V
3;2;8;8.75;0.07;-0.02;V
3;2;9;6.00;0.07;0.03;V
3;2;14;5.16;0.07;-0.03;V
3;3;1;4.59;0.07;0.04;I
3;3;2;2.31;0.07;0.02;I
3;3;4;2.31;0.07;0.02;V
3;3;7;11.10;0.07;0.03;V
3;3;8;7.72;0.07;0.01;V
3;3;9;4.98;0.07;0.00;V
3;3;14;4.13;0.07;0.00;V
3;4;1;6.49;0.07;0.04;I
3;4;2;2.93;0.07;0.00;I
3;4;3;2.31;0.07;0.02;I
3;4;7;9.15;0.07;-0.02;V
3;4;8;5.82;0.07;0.01;V
3;4;9;3.08;0.07;0.00;V
3;4;14;2.31;0.07;0.02;V
3;7;1;15.64;0.07;-0.01;I
3;7;2;12.07;0.07;-0.04;I
3;7;3;11.05;0.07;-0.02;I
3;7;4;9.15;0.07;-0.02;I
3;7;8;3.33;0.07;0.00;I
3;7;9;6.07;0.07;-0.04;I
3;7;10;8.48;0.07;0.00;I
3;7;11;12.18;0.07;0.00;I
3;7;14;6.92;0.07;0.01;I
3;7;16;16.39;0.07;0.04;I
3;8;1;12.31;0.07;0.02;I
3;8;2;8.75;0.07;-0.02;I
3;8;3;7.72;0.07;0.01;I
3;8;4;5.82;0.07;0.01;I
3;8;7;3.33;0.07;0.00;V
3;8;9;2.91;0.07;0.02;I
3;8;10;5.15;0.07;-0.02;I
3;8;11;8.85;0.07;-0.02;I
3;8;14;3.59;0.07;0.04;I
3;8;16;13.07;0.07;-0.04;I
3;9;1;9.57;0.07;-0.04;I
3;9;2;6.00;0.07;0.03;I
3;9;3;4.98;0.07;0.00;I
3;9;4;3.08;0.07;0.00;I
3;9;7;6.07;0.07;-0.04;V
3;9;8;2.91;0.07;0.02;V
3;9;10;2.91;0.07;0.02;I
3;9;11;6.11;0.07;0.02;I
3;9;14;2.31;0.07;0.02;I
3;9;16;10.32;0.07;0.01;I
3;10;7;8.48;0.07;0.00;V
3;10;8;5.15;0.07;-0.02;V
3;10;9;2.91;0.07;0.02;V
3;10;11;3.70;0.07;0.03;I
3;10;16;7.91;0.07;0.02;I
3;11;1;4.21;0.07;0.02;I
3;11;7;12.18;0.07;0.00;V
3;11;8;8.85;0.07;-0.02;V
3;11;9;6.11;0.07;0.02;V
3;11;10;3.70;0.07;0.03;V
3;11;16;4.21;0.07;0.02;I
3;14;1;8.72;0.07;0.01;I
3;14;2;5.16;0.07;-0.03;I
3;14;3;4.13;0.07;0.00;I
3;14;4;3.08;0.07;0.00;I
3;14;7;6.92;0.07;0.01;V
3;14;8;3.59;0.07;0.04;V
3;14;9;2.31;0.07;0.02;V
3;16;7;16.39;0.07;0.04;V
3;16;8;13.07;0.07;-0.04;V
3;16;9;10.32;0.07;0.01;V
3;16;10;7.91;0.07;0.02;V
3;16;11;4.21;0.07;0.02;V
4;1;6;15.64;0.07;-0.01;V
4;1;9;10.32;0.07;0.01;V
4;1;10;7.91;0.07;0.02;V
4;1;11;4.21;0.07;0.02;V
4;1;14;11.17;0.07;-0.04;V
4;1;15;20.21;0.14;0.00;V
4;4;1;11.68;0.07;0.00;I
4;4;6;2.31;0.07;0.02;V
4;4;9;3.07;0.07;-0.04;I
4;4;10;5.49;0.07;0.04;I
4;4;11;9.19;0.07;0.04;I
4;4;14;2.31;0.07;0.02;I
4;4;15;6.80;0.07;0.03;V
4;6;1;15.64;0.07;-0.01;I
4;6;4;2.31;0.07;0.02;I
4;6;9;5.31;0.07;0.02;I
4;6;10;7.72;0.07;0.01;I
4;6;11;11.42;0.07;0.01;I
4;6;14;4.46;0.07;-0.03;I
4;6;15;4.57;0.07;-0.04;V
4;9;1;10.32;0.07;0.01;V
4;9;4;3.07;0.07;-0.04;V
4;9;6;5.31;0.07;0.02;V
4;9;10;2.91;0.07;0.02;I
4;9;11;6.11;0.07;0.02;I
4;9;14;2.31;0.07;0.02;V
4;9;15;9.89;0.07;0.04;V
4;10;1;7.91;0.07;0.02;I
4;10;4;5.49;0.07;0.04;V
4;10;6;7.72;0.07;0.01;V
4;10;9;2.91;0.07;0.02;V
4;10;11;3.70;0.07;0.03;I
4;10;14;3.26;0.07;-0.03;V
4;10;15;12.29;0.07;0.04;V
4;11;1;4.21;0.07;0.02;I
4;11;4;9.19;0.07;0.04;V
4;11;6;11.42;0.07;0.01;V
4;11;9;6.11;0.07;0.02;V
4;11;10;3.70;0.07;0.03;V
4;11;14;6.96;0.07;-0.03;V
4;11;15;15.99;0.07;0.04;V
4;14;1;11.17;0.07;-0.04;v
4;14;4;2.31;0.07;0.02;V
4;14;6;4.46;0.07;-0.03;V
4;14;9;2.31;0.07;0.02;I
4;14;10;3.26;0.07;-0.03;I
4;14;11;6.96;0.07;-0.03;I
4;14;15;9.04;0.07;-0.01;V
4;15;1;20.21;0.07;0.02;I
4;15;4;6.80;0.07;0.03;I
4;15;6;4.57;0.07;-0.04;I
4;15;9;9.89;0.07;0.04;I
4;15;10;12.29;0.07;0.04;I
4;15;11;15.99;0.07;0.04;I
4;15;14;9.04;0.07;-0.01;I
5;1;2;3.57;0.07;-0.04;V
5;1;3;4.59;0.07;0.04;V
5;1;4;6.49;0.07;0.04;V
5;1;9;9.57;0.07;-0.04;V
5;1;12;19.01;0.14;0.00;V
5;1;13;13.44;0.07;-0.01;V
5;1;14;8.72;0.07;0.01;I
5;2;1;3.57;0.07;-0.04;I
5;2;3;2.31;0.07;0.02;V
5;2;4;2.93;0.07;0.00;V
5;2;9;6.00;0.07;0.03;V
5;2;12;15.44;0.07;-0.01;V
5;2;13;9.87;0.07;-0.04;V
5;2;14;5.16;0.07;-0.03;V
5;3;1;4.59;0.07;0.04;I
5;3;2;2.31;0.07;0.02;I
5;3;4;2.31;0.07;0.02;V
5;3;9;4.98;0.07;0.00;V
5;3;12;14.41;0.07;0.02;V
5;3;13;8.84;0.07;-0.01;V
5;3;14;4.13;0.07;0.00;V
5;4;1;6.49;0.07;0.04;I
5;4;2;2.93;0.07;0.00;I
5;4;3;2.31;0.07;0.02;I
5;4;9;3.08;0.07;0.00;V
5;4;12;12.52;0.07;0.01;V
5;4;13;6.94;0.07;-0.01;V
5;4;14;2.31;0.07;0.02;V
5;9;1;9.57;0.07;-0.04;I
5;9;2;6.00;0.07;0.03;I
5;9;3;4.98;0.07;0.00;I
5;9;4;3.08;0.07;0.00;I
5;9;12;9.44;0.07;-0.01;V
5;9;13;3.87;0.07;-0.04;V
5;9;14;2.31;0.07;0.02;I
5;12;1;19.01;0.07;0.02;I
5;12;2;15.44;0.07;-0.01;I
5;12;3;14.41;0.07;0.02;I
5;12;4;12.52;0.07;0.01;I
5;12;9;9.44;0.07;-0.01;I
5;12;13;5.57;0.07;-0.04;I
5;12;14;10.28;0.07;0.00;I
5;13;1;13.44;0.07;-0.01;I
5;13;2;9.87;0.07;-0.04;I
5;13;3;8.84;0.07;-0.01;I
5;13;4;6.94;0.07;-0.01;I
5;13;9;3.87;0.07;-0.04;I
5;13;12;5.57;0.07;-0.04;V
5;13;14;4.71;0.07;0.02;I
5;14;1;8.72;0.07;0.01;I
5;14;2;5.16;0.07;-0.03;I
5;14;3;4.13;0.07;0.00;I
5;14;4;2.31;0.07;0.02;I
5;14;9;2.31;0.07;0.02;V
5;14;12;10.28;0.07;0.00;V
5;14;13;4.71;0.07;0.02;V
6;1;17;10.10;0.00;0.00;V
6;1;18;8.60;0.00;0.00;V
6;1;19;6.80;0.00;0.00;V
6;1;20;2.50;0.00;0.00;V
6;1;21;2.00;0.00;0.00;V
6;17;1;10.10;0.00;0.00;I
6;17;18;2.90;0.00;0.00;I
6;17;19;3.30;0.00;0.00;I
6;17;20;5.40;0.00;0.00;I
6;17;21;9.40;0.00;0.00;I
6;18;1;8.60;0.00;0.00;I
6;18;17;2.90;0.00;0.00;V
6;18;19;3.30;0.00;0.00;I
6;18;20;4.90;0.00;0.00;I
6;18;21;7.00;0.00;0.00;I
6;19;1;6.80;0.00;0.00;I
6;19;17;3.30;0.00;0.00;V
6;19;18;3.30;0.00;0.00;V
6;19;20;3.15;0.00;0.00;I
6;19;21;4.80;0.00;0.00;I
6;20;1;2.50;0.00;0.00;I
6;20;17;5.40;0.00;0.00;V
6;20;18;4.90;0.00;0.00;V
6;20;19;3.15;0.00;0.00;V
6;20;21;2.20;0.00;0.00;I
6;21;1;2.00;0.00;0.00;I
6;21;17;9.40;0.00;0.00;V
6;21;18;7.00;0.00;0.00;V
6;21;19;4.80;0.00;0.00;V
6;21;20;2.20;0.00;0.00;V
7;1;17;10.10;0.00;0.00;V
7;1;18;8.60;0.00;0.00;V
7;1;21;2.00;0.00;0.00;V
7;1;22;6.65;0.00;0.00;V
7;1;23;4.70;0.00;0.00;V
7;1;24;3.50;0.00;0.00;V
7;17;1;10.10;0.00;0.00;I
7;17;18;2.90;0.00;0.00;I
7;17;21;9.40;0.00;0.00;I
7;17;22;3.30;0.00;0.00;I
7;17;23;5.50;0.00;0.00;I
7;17;24;6.65;0.00;0.00;I
7;18;1;8.60;0.00;0.00;I
7;18;17;2.90;0.00;0.00;V
7;18;21;6.65;0.00;0.00;I
7;18;22;2.90;0.00;0.00;I
7;18;23;3.30;0.00;0.00;I
7;18;24;5.40;0.00;0.00;I
7;21;1;2.00;0.00;0.00;I
7;21;17;9.40;0.00;0.00;V
7;21;18;6.65;0.00;0.00;V
7;21;22;4.70;0.00;0.00;V
7;21;23;2.50;0.00;0.00;V
7;21;24;2.20;0.00;0.00;V
7;22;1;6.65;0.00;0.00;I
7;22;17;3.30;0.00;0.00;V
7;22;18;2.90;0.00;0.00;V
7;22;21;4.70;0.00;0.00;I
7;22;23;2.90;0.00;0.00;I
7;22;24;3.30;0.00;0.00;I
7;23;1;4.70;0.00;0.00;I
7;23;17;5.50;0.00;0.00;V
7;23;18;3.30;0.00;0.00;V
7;23;21;2.50;0.00;0.00;I
7;23;22;2.90;0.00;0.00;V
7;23;24;2.20;0.00;0.00;I
7;24;1;3.50;0.00;0.00;I
7;24;17;6.65;0.00;0.00;V
7;24;18;5.40;0.00;0.00;V
7;24;21;2.20;0.00;0.00;I
7;24;22;3.30;0.00;0.00;V
7;24;23;2.20;0.00;0.00;V
8;1;25;2.95;0.07;-0.02;I
8;1;26;5.11;0.07;0.02;I
8;1;27;8.02;0.07;0.01;I
8;1;28;9.85;0.07;-0.02;I
8;1;29;11.51;0.07;0.02;I
8;1;30;14.21;0.07;0.02;I
8;1;31;17.29;0.14;-0.03;V
8;1;32;20.20;0.14;-0.04;I
8;1;33;24.98;0.14;-0.02;I
8;25;1;2.95;0.07;-0.02;V
8;25;26;2.95;0.07;-0.02;V
8;25;27;5.07;0.07;-0.04;V
8;25;28;6.90;0.07;0.03;V
8;25;29;8.56;0.07;-0.03;V
8;25;30;11.26;0.07;-0.03;V
8;25;31;14.34;0.07;-0.01;V
8;25;32;17.25;0.14;0.01;V
8;25;33;22.03;0.14;0.03;V
8;26;1;5.11;0.07;0.02;V
8;26;25;2.95;0.07;-0.02;V
8;26;27;2.91;0.07;0.02;V
8;26;28;4.74;0.07;-0.01;I
8;26;29;6.40;0.07;0.03;V
8;26;30;9.10;0.07;0.03;V
8;26;31;12.18;0.07;0.00;V
8;26;32;15.09;0.07;0.04;V
8;26;33;19.87;0.07;-0.04;V
8;27;1;8.02;0.07;0.01;V
8;27;25;5.07;0.07;-0.04;V
8;27;26;2.91;0.07;0.02;V
8;27;28;2.91;0.07;0.02;V
8;27;29;3.49;0.07;0.04;V
8;27;30;6.19;0.07;0.04;V
8;27;31;9.27;0.07;-0.04;V
8;27;32;12.18;0.07;0.00;V
8;27;33;16.96;0.07;-0.03;V
8;28;1;9.85;0.07;-0.02;V
8;28;25;6.90;0.07;0.03;V
8;28;26;4.74;0.07;-0.01;V
8;28;27;2.91;0.07;0.02;V
8;28;29;2.91;0.07;0.02;V
8;28;30;4.36;0.07;-0.03;V
8;28;31;7.44;0.07;-0.01;V
8;28;32;10.35;0.07;-0.02;V
8;28;33;15.13;0.07;0.00;V
8;29;1;11.51;0.07;0.02;V
8;29;25;8.56;0.07;-0.03;V
8;29;26;6.40;0.07;0.03;V
8;29;27;3.45;0.07;-0.02;V
8;29;28;2.91;0.07;0.02;V
8;29;30;2.91;0.07;0.02;V
8;29;31;5.78;0.07;0.00;V
8;29;32;8.69;0.07;0.04;V
8;29;33;13.47;0.07;-0.04;V
8;30;1;14.21;0.07;0.02;V
